Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -8.89, 2.91, 5.82, -0.07, -0.06, 0.70
50, -15.99, 5.18, 11.45, -0.16, -0.64, -0.34
100, 0.40, 2.67, 1.44, -0.65, -0.15, -0.40
150, 4.29, 2.10, 4.75, 1.02, 0.06, 1.92
200, -13.08, 2.32, 9.35, 0.53, 1.17, 1.75
250, -34.72, 7.60, 27.89, -1.25, 1.08, -1.31
300, -25.13, 17.14, 13.16, -4.17, 0.07, -4.37
350, 1.50, 17.15, -4.53, -4.37, -0.30, -4.37
400, 13.00, 4.13, -12.32, -2.88, -0.67, -4.37
450, 23.02, -7.88, -17.79, 0.17, -0.17, -1.05
500, 12.32, 1.50, -18.37, 3.70, 0.66, 3.00
550, 6.77, 16.03, -7.40, 4.37, 0.74, 4.37
600, -29.22, 23.04, 29.48, 4.37, 2.06, 4.37
650, -27.56, 6.00, 22.28, 0.55, -0.08, 0.63
700, -15.53, 4.16, 13.73, -0.69, -0.02, -0.70
750, -16.97, 5.72, 22.02, -2.32, -0.22, -1.42
800, -3.33, 4.92, 1.65, -3.52, -0.98, -2.27
850, 16.40, -3.90, -15.96, -1.31, -0.07, -0.15
900, 1.82, 1.15, -12.17, 2.94, -0.11, 3.80
950, -31.47, 8.51, 26.68, 1.43, 0.40, 1.31
