Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -12.84, 3.61, 15.41, -1.45, -1.08, -1.03
50, -6.27, 3.64, 13.55, -2.58, -0.93, -1.62
100, -1.01, -0.08, 0.74, -2.42, -0.00, -1.01
150, 2.90, -2.04, 3.02, -0.92, -0.01, 0.23
200, 3.90, -1.98, 4.41, -0.59, 1.67, 1.95
250, -4.86, 0.69, -2.47, -0.34, 1.63, 2.72
300, 1.63, 1.86, -9.09, 1.54, 0.84, 3.52
350, -20.10, 7.43, 8.44, 1.53, 1.38, 3.39
400, -22.14, 4.64, 8.85, 0.45, 0.42, 1.07
450, -20.87, 4.08, 9.59, -0.21, 0.36, -0.79
500, -31.44, 9.82, 9.85, -1.35, 0.01, -3.66
550, -14.11, 14.68, -4.13, -1.89, -1.68, -4.37
600, 10.76, 2.87, -0.53, -0.93, -2.20, -4.37
650, 7.78, -3.75, 2.69, -1.07, -0.62, -2.30
700, 1.60, -6.04, -5.39, -0.07, -0.02, -0.72
750, 2.56, -5.35, -10.73, 1.93, 0.32, 0.38
800, 4.76, -0.12, -4.28, 3.44, 0.06, 1.64
850, 9.48, 8.72, -8.68, 4.37, 1.37, 3.72
900, -23.80, 15.83, 28.15, 4.05, 2.07, 4.30
950, -27.66, 7.52, 13.58, 0.52, 0.26, 0.43
