Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -6.31, -0.86, 6.75, 0.01, 0.14, 0.14
50, -6.57, -0.80, 6.48, -0.00, 0.17, 0.21
100, -6.76, -0.67, 6.11, 0.09, 0.17, 0.25
150, -5.84, -0.74, 4.50, 0.16, 0.09, 0.38
200, -5.71, -0.08, 6.96, 0.44, 0.03, 0.77
250, -9.60, 0.38, 6.13, 0.28, 0.04, 0.61
300, -6.98, 0.21, 8.42, 0.43, 0.22, 0.78
350, -32.56, 6.22, 25.69, -1.07, 0.66, -0.39
400, -20.20, 7.21, 7.60, -2.08, 0.96, -4.37
450, -5.79, 7.83, 10.05, -2.48, 1.37, -4.37
500, 5.05, 0.79, -0.95, -2.42, 0.32, -4.16
550, 6.73, -3.79, -6.50, -1.23, 0.62, -2.39
600, 10.48, -5.92, -13.70, 0.74, 1.51, -0.67
650, 14.64, -1.05, -17.89, 3.82, 1.43, 2.42
700, -1.58, 13.61, 5.19, 4.37, 0.36, 4.37
750, -11.46, 8.13, 7.25, 3.86, 0.90, 3.96
800, -28.45, 6.64, 24.88, 2.15, 0.11, 2.15
850, -22.57, 2.93, 21.64, 0.09, -0.02, -0.68
900, -13.13, 3.56, 19.24, -1.82, -0.09, -1.69
950, -7.11, 6.64, 17.35, -4.15, 0.55, -2.17
