Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -24.21, 5.69, 17.55, -2.39, -0.15, -1.28
50, -17.13, 11.62, 12.96, -4.05, 0.05, -4.23
100, 3.37, 2.18, -5.48, -3.01, -0.55, -4.22
150, 10.51, -4.32, -0.07, -2.27, 0.11, -2.15
200, 4.24, -7.07, -6.02, -0.82, 0.30, 0.18
250, 0.74, -6.83, -9.34, 0.80, 0.57, 0.79
300, 7.14, -2.55, -17.82, 3.49, 0.69, 1.78
350, -3.54, 7.79, 9.70, 4.37, -0.09, 3.43
400, -13.62, 6.52, 17.93, 3.51, 0.30, 2.59
450, -23.04, 4.90, 17.45, 0.72, 0.09, 0.45
500, -6.66, 1.75, 12.67, 0.10, -0.30, -0.84
550, -5.03, 0.65, 16.67, -0.85, -0.06, -0.27
600, -7.32, 2.70, 15.38, -2.46, 0.70, -0.22
650, -5.37, 0.23, -0.63, -2.19, 0.33, -0.32
700, 8.94, -3.12, -6.79, -0.72, 0.47, 0.84
750, -0.74, 2.53, 0.06, 1.35, 0.15, 3.66
800, -19.87, 5.12, 17.18, 0.91, -0.15, 2.80
850, -16.21, 2.12, -5.15, -0.28, 0.12, -0.39
900, -0.82, 1.43, 12.69, 0.50, 0.20, 0.46
950, -13.97, 2.72, 5.73, -0.29, -0.01, 0.21
