Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -8.18, 1.79, 4.81, 0.00, 0.03, 0.24
50, -8.53, 1.49, 4.96, 0.37, -0.59, 1.06
100, -37.93, 8.17, 16.35, 0.76, 2.05, -0.13
150, -21.90, 16.65, 15.46, -2.33, 0.01, -4.37
200, 8.91, 5.61, 1.98, -2.53, 0.02, -4.37
250, -3.55, 2.05, -1.08, -2.33, -0.35, -3.53
300, 1.73, -1.92, -11.05, -1.32, -0.06, -3.37
350, 21.59, -6.76, -14.22, 1.38, 0.22, -0.77
400, 13.23, 2.82, -10.50, 3.58, 0.64, 4.37
450, -11.01, 14.41, 4.04, 4.37, 1.03, 4.37
500, -23.42, 8.74, 19.95, 1.83, 0.92, 3.68
550, -20.28, 2.81, 12.33, 0.76, 0.18, 0.64
600, -20.84, 3.21, 20.11, -1.35, -0.02, -0.52
650, -12.05, 4.46, 12.34, -2.99, -0.04, -1.88
700, 5.15, -0.35, -11.22, -2.78, -0.21, -1.40
750, 21.73, -3.81, -20.03, 0.59, 0.67, 2.99
800, -32.62, 9.00, 18.06, 0.73, 0.84, 3.43
850, -12.38, 2.30, 2.50, 0.74, 0.29, -0.07
900, -10.83, 2.69, 5.22, -0.05, -0.04, 0.44
950, -11.28, 2.07, 2.72, 0.19, -0.08, -0.18
