Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -23.59, 7.08, 21.22, -0.84, -0.57, -1.07
50, -2.22, 4.36, 11.30, -2.55, -1.35, -1.95
100, 4.75, 2.27, 6.10, -3.11, -2.03, 0.26
150, 10.87, -2.33, -9.42, -1.43, -0.11, 3.01
200, -25.36, 3.11, 5.03, 1.22, 2.47, 3.67
250, -72.70, 16.46, 12.36, -0.34, 3.96, -4.37
300, 20.32, 23.27, 2.47, -2.94, -4.11, -4.37
350, 29.97, -6.34, -7.81, -2.21, 0.89, -2.52
400, 2.81, -6.27, -19.94, 0.54, 0.66, 0.04
450, 22.03, -0.11, -26.30, 4.37, 1.38, 2.62
500, -6.76, 23.38, 15.12, 4.37, 1.03, 4.37
550, -49.56, 12.89, 52.26, 1.12, 0.84, 2.55
600, -21.64, 7.76, 3.92, -2.33, -0.61, -3.57
650, 20.19, 0.34, 12.58, -3.21, -0.82, -2.01
700, 27.67, -3.50, -19.95, -1.45, 1.29, 3.83
750, -24.24, 8.43, -1.87, 1.17, 2.17, 4.37
800, -35.53, 5.33, 8.15, 0.21, 0.54, 1.07
850, -6.86, 0.85, 3.28, 0.13, -0.46, -0.49
900, -10.05, 0.81, 3.26, -0.05, -0.22, -0.22
950, -6.06, -0.03, 4.21, 0.07, -0.23, -0.03
