Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -9.61, 1.93, 5.80, -0.19, -2.58, 0.74
50, -18.79, 5.35, 11.22, 0.18, -1.62, -0.74
100, -2.43, 3.11, 11.62, -1.06, -0.91, -1.49
150, 5.36, -0.20, -1.36, -0.41, 0.85, -0.10
200, 6.95, -0.51, 1.44, 1.17, 0.38, 2.40
250, -25.71, 5.24, 15.46, -0.30, 2.26, 2.00
300, -40.43, 7.17, 15.33, -1.76, 1.25, -2.21
350, -21.91, 18.30, 8.67, -3.13, 0.07, -4.37
400, 4.66, 16.65, -3.83, -3.71, -1.94, -4.37
450, 36.59, -6.05, -25.59, -1.01, -0.09, -3.56
500, 28.91, -1.47, -21.13, 3.49, 0.99, 3.77
550, -9.46, 16.81, -4.72, 4.37, 0.80, 4.37
600, -16.46, 14.72, 16.68, 4.37, 0.66, 4.12
650, -29.46, 10.00, 29.06, 1.51, 0.49, 1.19
700, -9.60, 2.91, 8.30, -0.83, -0.79, -0.96
750, -5.04, 4.72, 26.25, -1.97, 0.37, -0.49
800, -1.92, 2.48, -5.37, -3.57, 0.48, -0.43
850, 4.16, -3.59, -20.20, 0.23, 0.47, 1.32
900, -16.63, 4.28, 14.02, 1.84, 0.24, 1.98
950, -13.80, 2.73, 7.94, -0.04, -0.15, 0.05
