Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -10.63, 3.30, 10.65, -0.40, -1.36, -0.04
50, -10.73, 4.08, 9.10, -1.00, -0.39, -0.84
100, -5.41, 1.80, 4.17, -1.00, -1.18, -1.24
150, 4.55, 0.88, 9.57, -1.29, -0.96, 0.30
200, -2.91, 0.25, 5.86, -0.42, 1.12, 1.95
250, -29.70, 4.58, 12.74, -1.04, 1.34, -0.06
300, -23.94, 11.13, 23.03, -2.72, 0.22, -4.13
350, -3.37, 8.25, 2.93, -3.76, 0.66, -4.37
400, 4.64, 0.57, -3.16, -3.13, 0.13, -4.23
450, 7.22, -6.45, -3.21, -1.71, -0.21, -2.34
500, 3.87, -7.48, -3.66, -0.97, 0.37, -0.82
550, 3.57, -7.46, -13.38, 0.70, 0.98, 0.32
600, 4.26, -2.46, -13.53, 3.59, 0.04, 1.45
650, 7.23, 4.67, -2.27, 4.37, -2.21, 3.09
700, 2.23, 9.21, 19.92, 4.37, -1.37, 3.67
750, -16.49, 7.15, 18.05, 2.09, 0.07, 3.14
800, -18.17, 3.88, 15.26, 1.80, -0.21, 0.69
850, -9.66, 2.39, 23.95, -0.15, -0.07, -0.49
900, -6.30, 2.16, 25.73, -1.45, 1.28, -0.79
950, -3.03, 3.66, 7.61, -3.66, 1.55, -0.85
