Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -12.69, 4.55, 11.86, -0.49, -0.81, 0.46
50, -8.98, 2.19, 5.01, -0.61, -0.96, -0.81
100, -1.20, 2.24, 7.23, -0.50, 0.17, -0.47
150, 2.03, -0.06, 0.99, 0.00, 0.03, 0.92
200, -2.22, 1.88, 5.47, 1.05, 0.64, 2.16
250, -16.55, 4.42, 15.54, 0.45, 1.26, 1.77
300, -30.87, 7.90, 18.50, -1.43, 1.45, -0.99
350, -23.63, 15.85, 15.91, -3.46, 0.62, -4.37
400, 0.57, 13.72, -4.24, -3.95, -0.22, -4.37
450, 10.94, 2.36, -12.93, -2.61, -0.03, -4.37
500, 19.86, -8.41, -21.26, 1.24, -0.23, -1.55
550, 17.90, 1.12, -11.39, 4.37, 0.02, 2.88
600, -2.68, 13.19, 4.91, 4.37, 0.04, 4.37
650, -18.99, 12.54, 29.18, 3.69, -0.39, 3.74
700, -25.47, 7.89, 27.54, 0.25, -0.09, 0.10
750, -6.71, 4.35, 17.41, -1.69, -0.22, -1.49
800, 6.92, 2.13, 7.59, -2.59, 0.89, -0.42
850, 2.37, -3.96, -15.41, 0.29, 0.46, 1.52
900, -11.00, 3.03, 13.30, 0.95, 0.21, 2.22
950, -16.82, 3.04, 3.05, 0.47, -0.14, 0.15
