Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -0.87, -1.66, 4.99, 0.61, -0.50, 1.31
50, -19.05, 5.90, 21.82, 1.06, 0.71, 2.20
100, -31.60, 8.51, 22.50, -2.02, 0.20, -1.93
150, -11.09, 8.01, 9.34, -2.54, 0.91, -4.22
200, 1.12, 6.04, 2.28, -2.92, 0.63, -4.26
250, 10.89, -1.85, -7.81, -1.63, 0.27, -2.55
300, 9.18, -4.29, -11.10, 0.35, 0.53, -0.23
350, 6.75, -0.80, -12.19, 2.56, 0.69, 1.56
400, -3.97, 5.82, 2.86, 3.67, 0.47, 2.86
450, -13.89, 5.31, 13.22, 2.73, 0.27, 1.80
500, -5.31, 1.31, 7.74, 2.54, 0.32, 1.33
550, -21.28, 3.46, 25.46, 1.06, -0.07, 1.09
600, -18.51, 2.77, 18.23, -1.05, 0.34, -1.18
650, -11.43, 3.28, 16.13, -2.19, 0.47, -1.80
700, -2.93, 1.27, 5.65, -2.72, -0.10, -1.86
750, 6.58, -2.53, -3.16, -2.10, -0.20, -0.24
800, 7.32, -4.06, -18.45, 0.21, -0.54, 1.77
850, -4.40, 4.41, 6.79, 2.34, 0.02, 3.11
900, -24.09, 5.42, 12.51, 1.04, -0.06, 1.76
950, -10.94, 1.75, 5.07, 0.29, -0.02, -0.14
