Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -0.09, -0.33, 2.43, -1.41, -0.69, -1.02
50, -0.21, -1.43, 0.73, -0.30, 0.91, 0.38
100, 2.66, -0.92, -5.12, 1.21, 1.13, 1.43
150, -4.43, 4.34, 8.50, 2.02, 1.72, 3.15
200, -35.56, 6.21, 20.62, -0.38, 1.35, 1.16
250, -35.99, 11.01, 8.11, -2.10, 0.35, -4.16
300, -8.64, 15.96, 8.73, -2.92, -0.40, -4.37
350, 7.04, 9.22, -8.93, -3.65, -0.95, -4.37
400, 20.25, -8.55, -12.93, -0.58, -1.21, -2.54
450, 2.90, -6.53, 5.62, 0.07, 0.29, 0.19
500, -2.46, -6.71, -1.06, 0.26, 0.50, 0.88
550, -5.01, -5.77, -6.42, 0.96, 0.51, 0.57
600, 13.01, -3.37, -14.54, 3.30, 0.48, 2.00
650, 3.35, 10.71, 8.80, 4.37, 0.99, 4.37
700, -22.16, 10.28, 10.08, 2.86, 1.37, 4.26
750, -22.49, 8.13, 20.83, 2.29, 0.63, 2.53
800, -24.58, 5.15, 11.16, -0.37, -0.04, -0.29
850, -16.46, 4.54, 17.57, -1.28, -0.70, -1.62
900, -14.83, 9.39, 15.56, -3.78, -0.03, -2.81
950, 9.58, 3.01, -10.24, -3.50, -0.42, -2.47
