Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -6.67, -1.03, 6.85, 0.05, 0.51, 0.38
50, -5.82, -1.25, 3.57, 0.45, 0.83, 0.51
100, -5.99, 0.49, 7.36, 0.86, -0.06, 1.26
150, -4.84, 0.44, 2.75, 1.09, 1.09, 1.38
200, -9.05, 2.90, 10.47, 1.27, 1.14, 1.87
250, -30.46, 5.57, 22.67, -0.39, 0.82, -0.11
300, -29.23, 13.11, 18.15, -3.19, 0.55, -4.37
350, -2.66, 15.18, 3.37, -3.81, 2.18, -4.37
400, 8.04, 4.85, -7.43, -2.89, 0.11, -4.37
450, 13.21, -4.62, -7.40, -0.89, 0.46, -3.11
500, 13.02, -7.22, -8.75, 0.50, 1.03, 0.06
550, 6.32, -3.13, -16.75, 2.77, 1.44, 2.47
600, 4.64, 7.59, -12.37, 4.37, 0.03, 4.37
650, -9.01, 17.44, 19.83, 4.37, 0.75, 4.37
700, -25.73, 7.15, 14.07, 2.42, 0.59, 3.31
750, -30.32, 6.17, 21.95, -0.43, -0.20, -0.07
800, -13.81, 3.21, 12.89, -0.95, 0.14, -1.65
850, -11.50, 2.47, 9.30, -2.05, 0.09, -1.94
900, -3.29, 1.07, 5.51, -2.28, -0.21, -1.92
950, 7.41, -3.04, -3.63, -1.72, 0.13, -0.33
