Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -3.02, 1.44, -0.11, 0.38, 1.02, 2.60
50, -9.36, 3.45, 8.65, 1.69, 0.80, 2.65
100, -44.56, 7.40, 25.32, -1.03, 1.62, -0.08
150, -25.54, 17.10, 7.07, -2.46, -0.79, -4.37
200, 11.92, 9.03, 4.94, -3.50, -0.81, -4.37
250, 13.33, -4.43, -11.83, -2.10, -0.25, -2.67
300, 4.13, -6.82, -5.72, -0.15, 0.21, -0.09
350, 5.51, -5.43, -14.99, 2.03, 0.93, 1.02
400, 16.84, 6.46, -19.14, 4.37, 1.05, 3.57
450, -22.12, 19.64, 39.59, 4.37, 2.16, 4.37
500, -44.70, 7.37, 10.02, 0.23, 0.80, 0.17
550, -9.07, 3.81, 16.76, -0.66, -0.90, -2.23
600, -7.68, 3.22, 14.97, -2.49, -0.02, -1.58
650, 7.45, -1.42, -6.06, -2.01, -0.37, -1.11
700, 25.28, -3.32, -15.89, 0.81, 0.76, 3.56
750, -33.40, 10.10, 11.42, 1.19, 1.69, 4.37
800, -24.25, 5.07, 2.03, 0.43, -0.67, -0.64
850, -1.82, 1.76, 9.18, 0.23, -0.39, -0.06
900, -11.04, 1.49, 3.31, 0.03, -0.20, -0.11
950, -5.84, 1.23, 5.20, -0.11, -0.02, -0.02
