Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -13.15, 4.60, 5.12, -0.23, -0.28, -0.62
50, -7.56, 3.21, 5.71, -0.13, -0.25, -0.96
100, 3.51, 0.66, 3.66, -0.03, 0.06, -0.02
150, -0.94, 0.74, -0.48, 0.61, 0.73, 1.53
200, -22.83, 3.90, 10.55, 0.51, 0.63, 0.94
250, -38.15, 10.23, 25.92, -1.25, -0.08, -2.56
300, -28.86, 24.17, 4.95, -4.27, -0.94, -4.37
350, 4.54, 20.11, -3.90, -3.33, -1.49, -4.37
400, 24.49, -1.36, -13.84, -0.95, 0.56, -4.37
450, 27.61, -8.75, -10.07, 1.38, 0.59, 0.49
500, 6.51, 0.07, -18.80, 3.48, 1.34, 3.39
550, 3.06, 13.83, 9.33, 4.37, 1.37, 4.37
600, -23.15, 10.40, 19.48, 2.90, 1.58, 4.35
650, -29.36, 2.81, 18.78, 0.51, 0.32, 1.09
700, -13.56, 1.45, 20.37, -0.70, -0.07, -0.84
750, -14.52, 4.38, 20.41, -2.72, 0.42, -1.12
800, 8.43, 1.20, -4.31, -3.46, -0.82, -1.18
850, 20.39, -2.13, -17.82, 0.00, 0.86, 3.81
900, -28.04, 5.94, 7.49, 0.80, 0.50, 3.85
950, -17.45, 2.69, 2.57, 0.28, 0.17, -0.31
