Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -6.58, 1.07, 13.40, 0.39, 0.24, 0.70
50, -5.34, 0.35, 7.80, 0.51, 1.47, 0.74
100, -2.50, 0.39, 2.61, 0.52, 0.84, 1.28
150, -4.59, 2.17, 3.22, 1.43, 1.76, 1.85
200, -20.45, 4.33, 18.97, 0.74, 1.86, 1.43
250, -42.32, 11.65, 18.56, -2.62, 0.49, -3.01
300, -17.71, 20.43, 10.00, -3.27, 0.94, -4.37
350, 7.21, 17.76, -0.28, -3.35, 1.30, -4.37
400, 25.31, -1.60, -8.59, -2.17, 0.76, -4.37
450, 20.47, -9.47, -18.96, 0.62, 1.50, 0.12
500, 7.68, -1.74, -13.12, 3.43, 0.89, 3.01
550, 10.87, 8.67, -7.29, 4.37, 0.89, 4.37
600, -8.75, 20.13, 11.57, 4.37, 0.48, 4.37
650, -37.46, 13.21, 25.77, 1.83, -0.26, 3.71
700, -21.83, 5.64, 12.10, 0.59, -0.43, -0.49
750, -11.25, 2.60, 14.09, -0.52, -0.35, -1.00
800, -12.23, 2.70, 12.92, -1.60, -0.08, -1.43
850, -6.72, 3.44, 14.74, -2.62, 0.05, -1.66
900, -4.16, 1.22, -0.84, -3.05, 0.21, -1.38
950, 8.01, -4.15, -8.61, -1.58, -0.02, 0.02
