Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -6.87, 2.80, 6.79, -0.72, -0.92, -1.59
50, 4.17, 0.39, 3.89, -0.17, -0.39, -0.55
100, 3.79, 0.94, 0.96, 1.38, 0.65, 1.31
150, -10.19, 5.73, 12.06, 1.47, 1.82, 2.16
200, -8.97, 0.79, 4.92, 0.78, 1.21, 0.92
250, -25.06, 4.31, 27.32, -0.47, 0.96, -0.26
300, -28.29, 15.22, 22.18, -4.02, 0.97, -4.25
350, -6.71, 20.50, -0.22, -4.37, -0.82, -4.37
400, 16.11, 9.11, -23.29, -3.86, -0.09, -4.37
450, 34.88, -10.30, -20.64, 0.91, 2.24, -1.07
500, 19.31, 9.33, -21.44, 4.37, 0.13, 4.37
550, -15.36, 26.98, 3.84, 4.37, 0.21, 4.37
600, -36.56, 16.57, 42.66, 3.61, 0.12, 2.83
650, -21.04, 6.46, 21.53, -0.97, -0.38, -0.90
700, -3.05, 4.01, 14.34, -1.56, -0.38, -1.51
750, 10.37, 2.55, 4.72, -2.69, 0.02, 0.11
800, -1.48, -1.37, -17.10, -0.41, 1.32, 2.51
850, -19.48, 4.10, 9.82, 1.56, 0.17, 1.82
900, -14.09, 3.79, 9.60, -0.23, -0.17, -0.33
950, -4.41, 2.09, 4.17, 0.21, -0.14, -0.10
