Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -8.25, 2.83, 11.06, -0.97, -0.24, -1.07
50, 1.69, 0.63, 2.26, -1.08, 0.41, -0.44
100, 4.97, -0.53, -3.85, 0.64, 0.72, 1.26
150, -5.79, 5.22, 13.66, 1.52, 2.64, 3.05
200, -35.96, 6.23, 14.17, -0.85, 2.36, 1.09
250, -40.55, 11.41, 9.60, -1.71, 1.51, -4.37
300, -6.74, 19.58, 3.32, -2.88, -1.47, -4.37
350, 12.87, 5.69, -11.08, -2.75, -1.22, -4.37
400, 20.70, -8.35, -11.51, -0.32, -0.92, -2.07
450, 6.62, -5.50, -4.22, 1.08, 0.13, 0.84
500, 11.85, -1.59, -18.37, 3.00, 1.16, 2.60
550, -1.32, 14.63, 3.82, 4.37, 0.70, 4.37
600, -31.96, 13.87, 25.48, 3.36, 1.05, 4.37
650, -28.02, 4.97, 16.78, 0.68, -0.35, 0.16
700, -17.58, 4.20, 16.38, -1.17, -0.77, -1.54
750, -14.70, 6.58, 22.43, -3.14, -0.32, -2.46
800, -1.36, 6.32, 1.12, -4.37, 0.08, -2.62
850, 27.54, -6.79, -17.27, -2.33, 0.52, 0.11
900, 7.40, 4.13, -18.06, 2.07, 1.31, 4.37
950, -40.48, 8.40, 12.93, 1.64, 0.61, 3.29
