Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -7.60, 2.03, 5.60, 0.01, -0.37, 0.08
50, -6.99, 3.99, 5.66, 0.16, 0.18, 0.57
100, -15.04, 4.76, 6.55, 0.37, -0.18, 0.67
150, -5.95, 1.99, 5.21, 0.24, -0.34, 0.04
200, -20.65, 2.97, 17.98, 0.00, 0.89, 0.24
250, -34.92, 12.92, 16.42, -3.00, -0.12, -4.14
300, -5.20, 16.07, 3.85, -3.76, -0.28, -4.37
350, 10.96, 9.56, -14.66, -3.57, -0.66, -4.37
400, 29.78, -7.19, -26.00, 0.37, 0.22, -1.56
450, 17.78, 5.06, -15.39, 4.37, 0.36, 4.36
500, -18.45, 17.02, 10.32, 4.37, 0.20, 4.37
550, -22.20, 6.26, 26.51, 2.76, 0.31, 2.06
600, -21.27, 4.49, 24.54, -0.16, 0.29, 0.38
650, -16.64, 4.60, 19.77, -1.66, -0.01, -1.40
700, 1.60, 1.63, 5.18, -3.06, -1.05, -1.17
750, 11.09, -3.94, -18.94, -1.02, 0.62, 0.51
800, -3.51, 4.66, 2.00, 2.65, -0.21, 3.55
850, -26.86, 5.56, 14.72, 0.43, 0.18, 0.73
900, -5.71, 1.76, 3.70, -0.10, -0.05, -0.18
950, -9.67, 1.99, 7.57, 0.04, -0.02, 0.27
