Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -7.46, 2.24, 5.80, 0.03, 0.13, 0.23
50, -7.17, 3.37, 5.70, 0.64, 0.23, 0.62
100, -6.00, 3.37, 6.45, 1.08, 0.13, 0.99
150, -13.02, 4.13, 15.30, 0.61, 0.61, 0.65
200, -20.40, 4.38, 13.44, -0.98, 0.59, -1.23
250, -17.33, 8.86, 21.63, -2.69, 0.15, -3.29
300, -17.78, 18.37, 8.34, -4.37, -0.33, -4.37
350, 6.40, 13.48, -15.08, -4.37, -1.02, -4.37
400, 21.54, -6.14, -18.14, -1.00, -0.14, -2.27
450, 13.34, -4.13, -16.47, 2.07, 0.46, 1.02
500, 13.06, 7.40, -15.84, 4.37, 0.43, 4.08
550, -14.10, 25.20, 5.56, 4.37, 1.00, 4.37
600, -26.15, 12.07, 41.71, 3.27, 1.15, 2.21
650, -19.20, 4.94, 17.35, -1.26, 0.24, -0.30
700, -10.50, 4.24, 17.30, -1.24, 0.30, -1.18
750, -6.11, 5.57, 6.33, -3.28, -0.51, -1.42
800, 15.55, -4.83, -16.92, -1.03, 0.50, 0.29
850, -13.33, 5.24, 6.32, 1.77, 0.48, 2.80
900, -17.88, 3.47, 10.95, -0.00, -0.04, 0.25
950, -4.00, 1.39, 2.95, 0.13, -0.11, -0.01
