Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -6.53, 2.07, 6.65, 0.01, -0.04, -0.01
50, -6.45, 2.09, 6.72, -0.06, -0.13, 0.12
100, -7.00, 1.26, 6.46, 0.20, 0.16, 0.40
150, -6.48, 2.71, 6.62, 0.81, -0.06, 0.99
200, -16.83, 6.03, 12.44, 1.16, 0.24, 0.90
250, -23.10, 8.60, 23.84, -1.27, 0.23, -1.70
300, -8.35, 6.85, 7.53, -2.34, 0.28, -3.45
350, -17.37, 19.03, 18.37, -4.37, -0.06, -4.37
400, 5.72, 17.14, -8.17, -4.37, -0.55, -4.37
450, 22.98, -6.27, -28.34, -2.00, 1.22, -3.33
500, 14.51, -5.37, -18.25, 2.48, -0.24, 1.27
550, 12.01, 4.16, -10.11, 4.37, 0.50, 3.54
600, -7.15, 16.90, 6.69, 4.37, 0.16, 4.37
650, -28.40, 11.66, 26.72, 3.79, 1.12, 2.96
700, -25.43, 7.82, 32.52, -0.63, 0.23, -0.09
750, -7.56, 3.03, 11.70, -2.15, -0.09, -1.46
800, -3.57, 2.29, 4.92, -2.52, -0.44, -0.83
850, 8.82, -3.95, -11.65, -0.92, 0.39, 0.58
900, -7.87, 1.17, -1.26, 1.75, 0.12, 2.34
950, -19.96, 4.06, 17.00, 0.63, -0.04, 0.61
