Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -46.60, 20.74, -12.48, 2.11, -0.25, -4.37
50, 21.71, 28.56, 19.45, 2.19, -3.27, -4.37
100, 57.43, -3.71, 16.10, -1.00, -0.57, -2.14
150, -3.11, -2.71, 3.86, 0.17, 0.87, 1.57
200, -0.69, -1.39, 13.29, 0.00, 0.03, 0.06
250, -0.28, -2.90, 8.96, -0.32, 0.08, 0.04
300, 0.78, -3.81, 6.93, -0.20, 0.02, 0.24
350, 1.65, -3.43, 9.45, 0.00, 0.00, 0.19
400, -1.88, -3.08, 7.74, -0.08, 0.34, 0.36
450, -4.58, -3.45, 3.31, 0.45, 0.60, -0.42
500, -4.52, -5.54, -17.02, 2.87, 0.93, -1.36
550, 5.56, 9.62, -16.88, 4.37, 0.20, -0.30
600, 3.01, 26.22, 45.03, 4.37, 0.40, 0.88
650, -11.77, 12.89, 22.17, -1.17, -0.48, 0.16
700, 6.69, 2.59, 1.96, 0.28, -0.24, -0.92
750, 3.68, 5.04, 12.82, 0.30, 0.01, 0.77
800, -7.09, 6.24, 9.47, -0.24, 0.09, 0.16
850, 2.81, 4.11, 7.57, -0.10, -0.02, -0.36
900, 0.84, 4.08, 8.24, -0.21, 0.23, 0.12
950, -2.33, 4.79, 7.55, -0.17, 0.11, 0.00
