Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -60.56, 28.11, 5.67, 1.44, -0.33, -4.37
50, 47.65, 18.66, 15.71, -1.13, -4.37, -4.37
100, 27.54, -8.42, -3.54, -0.67, 0.01, -1.28
150, 3.86, -3.40, 7.13, 0.70, 0.56, 0.20
200, -0.33, -2.25, 11.37, 0.32, -0.02, -0.01
250, 1.19, -3.89, 9.19, 0.04, 0.19, -0.13
300, 2.40, -4.25, 8.87, 0.17, 0.20, 0.11
350, -0.44, -3.48, 9.28, 0.16, 0.18, 0.28
400, -0.96, -3.44, 8.00, 0.39, 0.11, 0.07
450, -0.45, -3.17, 9.01, 0.38, 0.27, 0.00
500, -9.31, -4.78, -7.51, 1.26, 0.69, -0.54
550, -0.28, 1.28, -28.78, 4.37, 0.19, -1.86
600, 21.48, 24.20, 36.60, 4.37, 0.75, 1.31
650, -17.41, 11.98, 19.63, 1.99, 0.36, 0.90
700, 1.73, 9.83, 17.45, 0.85, 0.27, -1.01
750, 3.28, 6.76, 10.37, 0.10, -0.05, 0.35
800, -3.69, 6.56, 9.48, -0.17, -0.10, 0.16
850, 0.95, 5.47, 8.35, -0.34, -0.07, -0.04
900, -0.95, 5.02, 8.13, -0.43, -0.07, 0.15
950, 0.18, 5.37, 10.85, -0.51, -0.06, 0.16
