Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, 45.69, -3.31, 9.48, -0.98, -2.42, -3.50
50, 9.48, -5.58, 2.04, -0.06, 1.11, 0.70
100, -4.18, -3.19, 8.56, 0.46, -0.09, 0.12
150, 1.77, -3.40, 10.73, 0.19, 0.01, -0.08
200, 0.60, -4.28, 8.88, 0.05, -0.08, -0.17
250, 1.41, -3.63, 9.77, 0.16, 0.11, 0.08
300, -1.02, -2.97, 10.14, -0.12, -0.02, -0.04
350, 0.11, -3.69, 8.34, -0.04, -0.01, -0.21
400, 1.48, -4.09, 7.95, 0.04, -0.02, -0.11
450, -0.73, -3.85, 7.61, 0.28, 0.27, -0.07
500, -0.86, -4.40, 4.40, 0.71, 0.28, -0.37
550, -0.99, -4.12, -0.83, 1.54, 0.26, -0.18
600, -3.64, 0.10, -6.61, 3.99, -0.42, -1.05
650, 10.02, 8.36, 12.06, 4.37, -0.01, -0.65
700, -0.06, 10.97, 26.14, 2.18, 0.05, 1.05
750, -7.52, 5.45, 7.44, 1.38, 0.05, -0.51
800, 7.01, 4.10, 7.47, 1.98, 0.04, -0.76
850, 5.27, 7.28, 13.68, 1.67, 0.16, 0.61
900, -3.19, 5.77, 9.76, -0.24, -0.69, 0.39
950, 0.31, 5.20, 8.02, -0.01, 0.06, -0.10
