Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, 2.92, 1.59, 12.41, -0.92, -0.15, 0.96
50, -12.83, 3.10, 0.38, -1.04, -0.78, 2.30
100, -39.47, 8.07, 0.17, 0.92, -0.59, -3.00
150, 14.05, 7.73, 21.44, -0.07, -1.25, -4.08
200, 12.62, -1.43, 4.35, -0.54, -0.67, -1.61
250, 5.31, 0.59, 12.51, 0.05, -0.20, -0.28
300, -0.07, -0.26, 7.43, 0.02, 0.26, -0.25
350, -0.41, -0.96, 4.23, 0.45, 0.53, -0.09
400, 2.58, -2.60, -9.24, 1.94, 1.13, -0.07
450, 0.39, 5.81, 4.29, 4.37, 1.18, 0.81
500, -7.25, 13.14, 24.57, 2.79, 0.59, 1.36
550, -8.67, 9.04, 15.21, -0.06, -0.02, -0.41
600, 2.13, 4.33, 7.66, -0.02, -0.02, -0.29
650, -3.30, 5.25, 10.59, -0.12, -0.04, 0.31
700, -5.67, 4.98, 7.32, -0.10, 0.06, -0.17
750, -0.66, 4.64, 8.49, -0.07, 0.08, -0.05
800, -3.11, 4.66, 7.40, -0.26, -0.11, -0.08
850, -0.18, 4.00, 7.41, 0.12, -0.03, -0.00
900, -3.59, 5.02, 9.00, -0.12, -0.05, 0.23
950, -2.64, 4.50, 7.12, 0.06, 0.01, -0.08
