Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, 23.95, 18.06, 19.32, -0.65, -3.27, -4.37
50, 28.62, -2.81, 4.88, -1.09, -0.50, -3.79
100, 14.47, -7.27, 2.16, -0.58, 0.10, -0.40
150, 8.17, -6.10, 4.92, 0.32, 0.26, 0.50
200, -0.51, -4.73, 7.02, 0.52, 0.39, 1.02
250, -3.37, -4.41, 9.52, 0.34, -0.15, 0.39
300, 1.81, -5.30, 9.02, 0.34, -0.07, 0.11
350, 2.02, -5.69, 7.46, 0.33, -0.12, 0.56
400, 2.47, -5.26, 4.94, 0.62, -0.26, 0.97
450, -6.51, -4.29, -1.39, 1.19, 0.54, 0.78
500, -11.28, -0.31, -26.05, 4.37, 0.63, -1.03
550, 15.79, 18.55, 16.33, 4.37, -0.46, -0.59
600, 3.42, 15.29, 42.56, 2.37, 0.02, 2.05
650, -14.37, 6.69, 7.74, 0.31, 0.01, -0.04
700, 8.28, 4.53, 14.31, 0.58, -0.03, -0.87
750, 1.87, 4.61, 11.66, -0.24, 0.06, 0.56
800, -3.88, 4.22, 7.11, -0.03, 0.08, -0.03
850, 1.92, 3.58, 9.14, -0.10, 0.01, -0.16
900, 0.81, 3.33, 7.07, 0.01, 0.03, 0.09
950, 0.11, 4.04, 9.71, 0.18, 0.03, 0.05
