Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, 1.28, -1.97, 11.27, -0.29, 0.54, 0.98
50, 1.51, -0.79, 9.32, -0.57, 0.42, 2.06
100, -18.19, 1.66, 0.61, -0.52, 0.08, 2.07
150, -42.42, 8.00, 4.70, 0.85, -1.19, -1.67
200, -6.24, 8.05, 2.52, 0.39, -1.31, -4.37
250, 15.16, 2.83, 10.58, 1.03, -0.84, -3.84
300, 11.76, 0.66, 14.97, 0.26, -0.24, -1.54
350, 10.97, -0.55, 14.19, -0.16, 0.25, -0.50
400, 1.82, -2.16, 7.33, -0.10, 0.37, 0.20
450, -0.45, -1.44, 7.43, -0.23, 0.15, 0.50
500, -4.12, -2.02, -5.43, 0.40, -0.24, 0.21
550, 7.45, -4.22, -17.85, 3.13, -0.47, 0.35
600, 2.02, 11.88, 17.64, 4.37, -0.31, 1.92
650, -16.50, 13.68, 30.58, 1.49, -0.39, 0.11
700, 2.49, 4.03, 16.00, -0.62, -0.50, -0.54
750, 1.44, 0.97, 10.27, -0.24, 0.02, 0.11
800, -3.12, 3.01, 10.34, -0.29, 0.04, 0.02
850, 0.67, 1.58, 5.82, -0.17, -0.03, -0.23
900, 0.67, 2.60, 8.00, 0.15, 0.00, 0.23
950, -1.11, 3.14, 9.08, 0.07, -0.04, 0.13
