Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -15.98, 0.52, -0.09, -0.44, -0.93, 2.69
50, -40.17, 0.78, -10.86, 1.12, -0.85, -0.74
100, -39.47, 28.64, 4.58, 4.37, 0.35, -4.37
150, 8.32, 42.63, 22.38, 3.29, -2.23, -4.37
200, 52.47, 2.58, 14.93, -1.56, -3.34, -4.37
250, 14.53, -6.80, -2.53, 0.20, 0.36, 1.05
300, -3.83, -0.68, 12.02, 1.15, 0.54, 1.11
350, -6.73, 0.19, 13.43, 0.07, 0.09, 0.28
400, -1.64, -1.12, 12.32, -0.39, 0.07, -0.22
450, 1.19, -3.22, 8.57, -0.32, 0.03, -0.08
500, -2.55, -3.36, 5.61, 0.07, 0.09, 0.26
550, -3.20, -1.90, 9.26, 0.26, 0.20, -0.04
600, -3.95, -2.93, -0.19, 0.56, 0.28, -0.18
650, 1.99, -2.79, -2.90, 2.39, 0.61, -0.53
700, 10.57, 1.58, -8.98, 4.37, 1.55, 0.98
750, -2.58, 15.91, 12.58, 4.37, 1.66, 2.22
800, -14.74, 17.10, 31.41, 2.23, 0.78, 1.66
850, -10.35, 9.09, 11.19, -0.12, -0.33, -0.26
900, 3.12, 5.78, 10.73, -0.21, -0.24, -0.43
950, -1.39, 4.54, 5.66, -0.16, -0.01, 0.45
