Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, 2.00, 37.85, 10.30, 3.07, -3.42, -4.37
50, 38.88, 3.80, 15.04, -0.54, -3.15, -4.37
100, 21.17, -5.58, 4.49, 0.28, 0.14, -0.45
150, -1.94, -0.86, 11.92, 0.28, -0.18, 0.31
200, 0.97, -2.45, 9.45, -0.09, -0.08, -0.17
250, 2.27, -3.86, 8.30, -0.02, -0.11, -0.02
300, 2.30, -3.24, 9.87, 0.01, 0.22, 0.34
350, -2.16, -2.76, 8.26, 0.11, 0.10, 0.15
400, 0.38, -2.89, 9.28, 0.19, 0.05, 0.02
450, 1.21, -3.14, 8.69, 0.27, 0.24, 0.09
500, 0.62, -2.83, 7.39, 0.54, 0.02, 0.33
550, -2.69, -2.31, 4.56, 0.89, 0.06, 0.37
600, -2.29, -3.10, -4.20, 2.53, 0.27, -0.61
650, 7.01, 2.57, -8.83, 4.37, 0.59, 0.22
700, 0.50, 14.46, 16.88, 4.37, 1.14, 1.42
750, -12.79, 13.45, 26.52, 2.04, 0.09, 0.28
800, 3.32, 7.42, 13.44, 0.38, -0.05, -0.48
850, 0.80, 5.41, 5.84, 0.31, 0.09, 0.32
900, -3.30, 7.11, 11.21, 0.36, 0.07, 0.11
950, -1.12, 5.85, 7.44, -0.12, -0.03, -0.18
