Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -22.27, -0.28, 0.01, -0.06, -0.12, 0.48
50, -23.35, 5.02, 9.85, 0.48, -1.49, -2.61
100, 0.43, 2.13, 3.86, 0.52, -1.27, -3.90
150, 14.13, -0.23, 11.54, 0.87, -0.96, -2.36
200, 8.77, -0.70, 14.26, 0.25, -0.06, -0.77
250, 5.95, -1.93, 10.65, -0.09, 0.16, -0.21
300, -0.14, -2.14, 9.52, -0.07, 0.23, 0.20
350, -0.57, -2.30, 9.58, -0.10, 0.11, 0.13
400, -0.92, -2.51, 7.48, -0.04, 0.08, 0.26
450, -1.94, -2.18, 6.07, 0.18, 0.10, 0.21
500, -3.04, -2.33, -0.44, 0.83, -0.03, 0.07
550, 1.75, -0.23, 1.62, 1.72, -0.09, 0.05
600, -0.85, 0.06, 3.74, 2.01, -0.21, 0.34
650, 1.99, 4.13, 11.45, 2.51, -0.47, 0.77
700, -5.92, 6.72, 23.40, 1.07, -0.38, 0.52
750, -0.75, 2.92, 14.46, 0.26, -0.27, -0.11
800, -0.39, 1.43, 10.90, 0.18, -0.19, 0.06
850, -0.50, 2.26, 11.85, 0.13, 0.04, 0.14
900, -2.17, 2.77, 9.72, -0.05, -0.03, -0.00
950, -0.44, 2.94, 10.85, -0.06, 0.03, -0.07
