Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -25.75, -2.67, -3.21, 0.84, -0.09, -1.18
50, -9.44, 3.39, 13.40, 0.93, -1.96, -3.70
100, 8.06, -1.17, 10.14, 0.33, -0.74, -3.72
150, 14.62, -4.67, 11.57, -0.18, -0.09, -1.92
200, 5.24, -5.57, 7.51, 0.23, 0.46, -0.56
250, 4.21, -4.99, 10.56, -0.13, -0.07, -0.10
300, 0.93, -5.10, 7.63, -0.10, 0.44, 0.11
350, -1.60, -5.88, 1.56, 0.15, 0.55, -0.08
400, 0.10, -7.30, -16.21, 2.78, 1.56, -0.59
450, 9.19, 3.07, -16.57, 4.37, 1.24, 0.74
500, 9.73, 26.42, 20.85, 4.37, 0.66, 2.90
550, -26.74, 17.76, 32.96, 0.45, -0.13, 1.92
600, -4.02, 6.41, 10.18, 0.77, 0.28, -1.72
650, 5.85, 3.35, 11.99, -0.32, 0.05, -0.12
700, -2.83, 3.76, 7.04, 0.33, 0.05, 0.22
750, -2.85, 5.10, 11.89, 0.06, -0.05, -0.11
800, -0.87, 3.50, 7.72, -0.29, 0.01, -0.08
850, -0.75, 3.34, 7.06, 0.11, 0.05, 0.10
900, -2.51, 4.44, 10.14, -0.10, -0.04, 0.14
950, -1.78, 3.99, 8.88, -0.05, 0.01, -0.07
