Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, 43.58, 2.89, 18.68, 0.48, -2.09, -3.88
50, 6.07, -1.33, 6.50, -0.11, -0.28, 0.55
100, -1.59, -0.12, 13.03, 0.34, -0.36, -0.39
150, 1.80, -1.86, 8.79, -0.24, -0.18, -0.18
200, 3.03, -2.32, 8.59, 0.07, -0.14, -0.00
250, -0.95, -0.91, 10.39, 0.04, -0.01, 0.26
300, -0.49, -1.27, 9.41, -0.02, 0.01, -0.05
350, 0.06, -1.60, 8.35, 0.03, 0.10, 0.14
400, 0.04, -1.39, 9.53, 0.21, 0.15, 0.11
450, -0.57, -1.70, 7.47, 0.29, 0.27, 0.18
500, -1.21, -1.78, 4.99, 0.89, 0.32, 0.12
550, -0.28, 0.01, 8.16, 1.44, 0.29, 0.15
600, 0.34, 0.08, 3.65, 1.74, 0.11, 0.27
650, -0.53, 4.02, 11.43, 2.26, -0.14, 0.67
700, -3.85, 3.86, 9.30, 1.66, 0.05, 0.18
750, 1.54, 5.60, 14.14, 1.56, -0.16, 0.13
800, -1.12, 4.70, 9.76, 0.75, -0.05, 0.25
850, -1.64, 4.76, 8.44, 1.04, -0.03, 0.13
900, 0.30, 4.47, 8.15, 0.84, -0.03, 0.02
950, 0.43, 5.33, 8.82, 0.90, -0.10, 0.36
