Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, 47.06, 3.81, 9.97, -0.53, -1.13, -4.37
50, 11.25, -0.67, 8.86, 0.17, -0.81, 0.67
100, -0.67, 0.48, 12.62, 0.04, -0.44, 0.14
150, 2.96, -1.30, 8.98, -0.22, -0.03, -0.17
200, 3.93, -1.78, 9.08, -0.03, -0.09, 0.22
250, -1.36, -0.55, 10.64, 0.05, -0.01, 0.30
300, 0.32, -0.60, 10.35, -0.11, 0.02, 0.00
350, 0.19, -0.81, 9.47, -0.09, 0.07, 0.16
400, -0.49, -0.60, 10.17, -0.01, 0.07, -0.05
450, 1.55, -1.21, 9.35, -0.13, 0.22, 0.10
500, -2.04, -1.29, 7.87, 0.10, 0.15, 0.02
550, -0.01, -1.46, 7.73, 0.23, 0.22, -0.10
600, 0.45, -2.53, 0.99, 1.18, 0.12, -0.12
650, 2.91, 0.36, 3.56, 2.24, -0.65, 0.64
700, -2.45, 4.89, 13.02, 2.58, 0.02, 0.19
750, 0.23, 3.31, 5.35, 2.25, 0.20, -0.24
800, 3.27, 6.38, 12.16, 2.60, 0.14, 0.10
850, -0.64, 6.85, 12.48, 1.33, 0.08, 0.28
900, -0.07, 6.11, 9.01, 1.28, 0.03, 0.05
950, -0.48, 6.96, 11.11, 0.70, -0.04, 0.18
