Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, 42.44, 17.04, 26.84, 1.22, -2.88, -4.37
50, 24.50, -2.54, 9.53, -1.51, -0.09, -0.61
100, -0.84, -5.23, -0.91, 0.45, -0.67, 0.24
150, 8.50, -1.93, 15.00, 0.56, -0.16, -0.14
200, 0.46, -2.53, 8.17, -0.15, 0.21, 0.53
250, -0.11, -2.92, 8.00, 0.41, 0.02, 0.03
300, -0.04, -2.11, 8.56, 0.45, 0.43, 0.12
350, -1.67, -2.60, 3.85, 0.97, 0.39, -0.29
400, -3.83, -2.02, -7.76, 2.80, 1.21, -0.84
450, 6.79, 4.37, -3.67, 4.37, 0.15, -0.23
500, 1.83, 13.24, 13.05, 4.37, 0.37, 0.77
550, -1.71, 14.30, 31.54, 2.45, 0.25, 1.00
600, -5.54, 8.17, 7.57, 0.16, -0.05, 0.02
650, 3.41, 6.90, 9.54, 0.75, -0.04, -0.19
700, -1.47, 7.25, 11.10, -0.09, -0.08, 0.23
750, -0.91, 5.77, 6.20, -0.15, -0.15, -0.20
800, 1.80, 5.60, 6.64, -0.05, -0.04, -0.05
850, -0.62, 6.86, 9.83, -0.20, 0.05, 0.07
900, 0.46, 8.66, 15.19, -0.74, 0.09, -0.11
950, 0.97, 8.77, 13.98, -2.01, 0.32, -0.23
