Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, 0.38, -3.59, 12.18, -0.46, 0.14, 0.78
50, 4.19, -4.40, 6.62, -0.85, 0.04, 1.67
100, -12.65, -1.95, 4.77, -0.19, 0.50, 1.69
150, -38.00, 1.23, -5.25, 0.56, 0.69, -1.11
200, -17.19, 12.07, 6.08, 2.29, -2.04, -4.37
250, 28.73, 1.70, 22.57, -0.04, -1.36, -4.09
300, 16.54, -5.57, 9.14, -0.55, 0.32, -0.83
350, 6.48, -4.62, 8.15, -0.55, 0.46, 0.79
400, -7.41, -3.11, 5.41, -0.37, 0.42, 0.63
450, -2.21, -6.07, -14.71, 1.24, -0.41, -0.14
500, 15.54, 2.63, -11.05, 4.37, -1.03, 0.64
550, -10.06, 15.72, 47.98, 3.08, 0.17, 1.98
600, -3.59, -0.64, 5.59, -0.06, -0.38, -1.26
650, 8.72, 0.48, 15.79, 0.11, -0.06, 0.26
700, -7.37, 0.33, 7.59, -0.23, 0.27, 0.27
750, 2.14, -0.04, 9.79, 0.13, -0.13, -0.11
800, -2.28, 0.72, 9.69, 0.12, -0.01, 0.09
850, 0.72, 1.01, 11.73, -0.05, -0.09, -0.02
900, -1.55, 0.87, 10.02, -0.16, 0.04, 0.01
950, -0.46, 0.34, 8.66, -0.06, -0.04, -0.05
