Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, 41.90, -2.00, 10.13, -0.29, -0.38, -2.48
50, 3.69, -1.75, 5.00, 0.37, -0.35, 1.11
100, -2.11, 0.37, 15.01, 0.29, -0.36, -0.08
150, 2.83, -1.73, 8.96, -0.12, 0.05, -0.07
200, 0.53, -1.85, 8.50, 0.20, 0.12, 0.19
250, -1.13, -0.70, 11.23, 0.04, 0.01, 0.03
300, 0.68, -2.08, 6.86, 0.14, 0.09, -0.00
350, -0.16, -2.71, 3.88, 0.79, 0.31, 0.07
400, 0.44, -0.39, 5.19, 1.72, 0.27, 0.21
450, -2.91, 2.17, 5.50, 2.30, -0.09, 0.26
500, 0.39, 3.84, 4.30, 3.13, 0.11, -0.04
550, 1.67, 7.46, 16.20, 2.68, 0.49, 0.22
600, -1.53, 7.41, 13.42, 1.56, 0.27, 0.53
650, -3.11, 6.91, 11.38, 0.78, 0.08, 0.04
700, 0.77, 5.60, 8.41, 0.60, 0.03, -0.00
750, -0.59, 5.58, 7.78, 0.66, 0.07, 0.25
800, -6.85, 8.82, 19.10, 0.26, 1.04, -0.48
850, -0.85, 5.98, 7.56, -0.12, -0.02, -0.05
900, -1.03, 5.87, 7.66, 0.01, 0.01, 0.02
950, -0.95, 7.12, 10.37, 0.17, -0.28, 0.05
