Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -23.31, 25.25, 0.91, 1.02, -1.41, -4.37
50, 10.64, 29.13, -6.42, 2.89, -2.38, -4.37
100, 46.16, 7.94, 26.56, 0.47, -3.31, -4.37
150, 35.65, -6.85, 7.30, -0.99, 1.61, -0.24
200, 1.83, -5.20, -1.06, 0.52, 2.25, 2.42
250, -14.09, -3.16, 1.09, 1.73, 1.60, 0.62
300, 0.46, -3.11, -7.54, 3.33, 1.81, -0.40
350, 8.14, 6.97, -10.44, 4.37, 2.39, 1.09
400, -9.59, 18.41, 27.64, 4.37, 1.58, 2.12
450, -7.53, 12.01, 28.97, 2.04, 0.38, 0.99
500, -8.35, 6.22, 8.67, -0.48, -0.18, -0.15
550, -0.54, 4.43, 10.54, 0.10, -0.17, -0.06
600, -4.07, 4.63, 9.28, -0.34, -0.13, 0.19
650, -4.41, 4.44, 8.04, -0.26, 0.03, -0.03
700, -2.97, 4.04, 8.34, -0.27, 0.03, -0.06
750, -2.73, 3.76, 7.82, -0.30, -0.03, 0.02
800, -2.90, 3.89, 8.19, -0.24, -0.01, 0.03
850, -3.49, 3.66, 8.09, -0.21, -0.06, 0.06
900, -3.14, 3.59, 8.44, -0.18, -0.03, -0.09
950, -3.85, 3.48, 8.21, -0.33, -0.13, -0.05
