Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -28.89, 1.28, 1.60, 0.39, -1.30, -0.97
50, -4.80, 2.40, 5.88, 0.84, -1.39, -3.47
100, 11.50, -0.56, 10.13, 0.58, -0.94, -2.35
150, 10.98, -0.70, 14.72, 0.54, -0.25, -0.74
200, 0.78, -1.47, 10.69, 0.01, 0.14, -0.26
250, 2.71, -2.46, 9.53, 0.02, 0.03, -0.15
300, -0.29, -2.49, 9.01, -0.01, 0.13, 0.27
350, -1.33, -1.99, 10.38, -0.01, 0.09, 0.19
400, -1.31, -1.87, 8.67, -0.17, 0.12, 0.28
450, -3.21, -1.49, 5.39, 0.11, 0.00, 0.15
500, -2.01, -2.22, -2.18, 0.68, -0.19, 0.02
550, 1.12, -0.95, 2.42, 1.91, -0.34, 0.05
600, -0.25, 1.30, 6.64, 2.13, -0.50, 0.52
650, -4.18, 5.41, 19.85, 1.58, -0.67, 0.45
700, -1.95, 2.99, 17.78, 0.66, -0.44, -0.38
750, 2.08, 1.55, 15.91, 0.08, -0.18, 0.06
800, -0.30, 0.64, 10.19, 0.08, 0.06, 0.09
850, -1.43, 1.77, 10.11, 0.01, 0.06, 0.11
900, -0.73, 1.92, 8.84, 0.05, 0.04, 0.04
950, -1.11, 2.07, 9.83, 0.10, 0.01, 0.03
