Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, 34.43, 19.22, 22.30, 0.36, -4.21, -4.37
50, 30.35, -2.73, 6.65, -0.52, -0.06, -1.96
100, 6.44, -2.16, 7.35, 0.54, -0.57, 0.68
150, -0.18, 0.17, 13.47, -0.02, -0.16, 0.46
200, -0.01, -1.69, 9.16, -0.29, 0.14, -0.01
250, 2.20, -2.45, 7.99, -0.11, 0.25, 0.19
300, -0.46, -1.56, 9.04, 0.11, 0.13, 0.21
350, -1.65, -1.20, 9.43, 0.16, 0.05, 0.11
400, 0.49, -1.21, 9.81, 0.14, -0.03, 0.02
450, -2.61, -0.93, 9.29, 0.28, -0.06, 0.03
500, -0.91, -1.11, 8.42, 0.38, 0.21, -0.33
550, 0.03, -2.27, 1.55, 0.96, 0.03, -0.31
600, 0.96, -0.72, -2.68, 2.83, 0.02, -0.24
650, 1.11, 5.51, 12.99, 3.25, 0.06, 0.02
700, -2.41, 4.99, 2.53, 3.21, -0.10, -0.18
750, 5.15, 9.15, 18.13, 3.08, 0.16, -0.18
800, 1.39, 8.16, 13.40, 1.29, 0.11, 0.89
850, -6.34, 8.03, 9.33, 0.84, 0.00, 0.12
900, 2.72, 7.01, 8.26, 0.97, -0.06, -0.27
950, -0.17, 7.03, 5.77, -0.13, -0.25, 0.05
