Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, 1.64, -4.60, 5.90, 0.29, 0.22, -0.12
50, 6.31, -4.40, 9.49, 0.05, -0.44, 0.03
100, 1.67, -4.55, 7.25, 0.19, 0.32, 0.28
150, 1.61, -4.16, 8.01, 0.36, 0.02, 0.33
200, -0.88, -2.63, 11.62, 0.19, 0.18, 0.25
250, -1.55, -3.24, 8.77, 0.06, 0.29, -0.23
300, 1.32, -3.52, 9.28, 0.09, 0.23, -0.29
350, 0.10, -4.36, 5.09, 0.38, 0.95, -0.38
400, -1.30, -5.51, -7.44, 1.90, 1.24, -0.69
450, 0.80, 2.61, -24.37, 4.37, 0.61, -0.19
500, 7.77, 25.50, 34.53, 4.37, -0.35, 0.68
550, -9.36, 12.88, 32.42, 0.38, -0.24, 0.29
600, 3.92, 2.05, -0.81, 0.80, -0.02, -0.72
650, 5.25, 4.90, 13.51, 1.26, 0.19, 0.46
700, -5.01, 6.68, 14.56, -0.13, 0.02, 0.53
750, -0.65, 3.92, 3.60, 0.01, -0.01, -0.44
800, 4.02, 4.96, 8.31, 0.36, 0.05, 0.08
850, -2.10, 6.16, 8.73, 0.25, 0.08, 0.26
900, -0.72, 6.11, 9.51, 0.11, 0.03, -0.08
950, 0.83, 5.49, 8.37, -0.05, -0.02, 0.06
