Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, 24.50, 27.89, 12.84, 1.93, -3.62, -4.37
50, 49.35, 0.48, 19.63, -0.64, -0.15, -2.34
100, 3.38, -2.38, 1.34, 0.02, -0.51, 1.72
150, -3.05, 0.25, 14.85, 0.28, -0.18, 0.06
200, 3.01, -1.19, 10.84, -0.24, 0.03, -0.08
250, 1.42, -1.97, 7.89, -0.07, 0.11, 0.31
300, -1.46, -0.84, 9.88, 0.14, 0.04, 0.22
350, -1.26, -0.90, 9.33, -0.05, 0.08, 0.05
400, -0.37, -1.65, 7.05, 0.26, 0.24, -0.08
450, -1.24, -2.33, 2.40, 0.91, 0.39, -0.14
500, 1.24, -1.39, -4.86, 2.67, 0.30, -0.09
550, 3.56, 6.72, 7.38, 4.34, 0.25, 0.55
600, -2.28, 9.72, 20.31, 2.82, 0.22, 0.99
650, -3.94, 6.54, 10.30, 1.74, 0.04, 0.08
700, 2.43, 7.16, 14.60, 1.10, -0.03, 0.18
750, -1.58, 6.42, 7.52, 0.72, 0.02, 0.42
800, -1.23, 6.86, 10.26, 0.58, -0.00, 0.02
850, 1.16, 6.09, 8.10, 0.31, 0.03, 0.08
900, -1.65, 6.54, 8.47, 0.12, 0.10, 0.16
950, -1.02, 6.75, 8.42, -0.06, 0.02, -0.02
