Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -15.10, 35.12, 4.80, 4.37, -1.38, -4.37
50, 52.82, 13.05, 37.04, 0.33, -3.97, -4.37
100, 13.65, -5.77, -0.98, -0.44, 0.29, -0.20
150, 3.17, -0.90, 14.26, 0.38, -0.21, 0.31
200, -2.77, -1.42, 9.70, -0.41, -0.08, 0.14
250, 2.50, -3.43, 8.44, -0.08, -0.03, -0.21
300, 0.71, -2.72, 9.47, -0.17, 0.04, 0.34
350, -1.46, -2.46, 8.85, -0.03, 0.13, 0.05
400, -0.39, -2.36, 9.82, -0.05, 0.06, 0.10
450, 0.02, -2.65, 9.16, 0.02, 0.19, -0.09
500, 0.23, -3.46, 6.27, 0.19, 0.34, 0.10
550, 2.52, -4.85, 0.61, 1.01, 0.11, 0.51
600, -3.68, -2.14, -8.32, 3.18, 0.58, 0.61
650, -2.97, 8.00, -4.54, 4.37, -0.66, 0.48
700, 5.89, 17.14, 29.48, 4.37, 0.24, 0.15
750, -3.91, 9.91, 18.91, 1.04, -0.30, 0.50
800, -0.75, 5.71, 3.45, 1.45, 0.14, -0.53
850, 4.17, 8.43, 15.57, 1.35, 0.17, 0.20
900, -0.69, 7.04, 6.26, -0.30, -0.03, 0.20
950, 0.64, 5.43, 4.54, 0.07, 0.05, -0.22
