Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, 8.12, -2.69, 13.13, -0.56, 0.61, 1.38
50, 1.79, 0.24, 2.65, -0.89, 1.38, 3.67
100, -19.39, 0.98, 2.65, -0.02, 0.88, 2.77
150, -21.07, 1.63, 7.58, 0.19, 0.35, 0.32
200, -27.02, 3.40, 2.39, -0.31, -0.18, -1.97
250, -28.47, 13.02, -11.13, 2.13, -1.25, -4.37
300, 9.12, 17.81, 1.50, 2.93, -1.55, -4.37
350, 16.04, 8.92, 25.95, 2.14, -2.35, -4.37
400, 22.58, -3.17, 11.03, 0.10, -0.41, -2.24
450, 4.74, -3.38, 10.61, 0.38, 0.20, -0.17
500, -0.19, -2.90, 9.16, 0.40, 0.09, -0.13
550, 0.34, -2.74, 9.89, 0.00, 0.12, -0.07
600, 1.02, -3.18, 8.73, 0.19, 0.17, -0.06
650, -0.51, -2.45, 10.83, 0.10, 0.09, 0.04
700, -0.64, -2.54, 9.56, 0.02, 0.39, 0.10
750, -1.38, -2.89, 9.14, 0.03, 0.33, 0.03
800, -2.19, -2.82, 6.95, 0.18, 0.50, 0.09
850, -4.55, -2.88, 3.13, 0.75, 0.69, -0.29
900, -3.25, -3.52, -6.09, 2.47, 0.94, -0.65
950, 7.13, 1.51, -12.58, 4.37, 0.99, 0.00
