Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -35.11, 2.91, -4.42, -1.63, 0.74, 1.58
50, -42.84, 18.55, -8.10, 2.19, -0.52, -4.37
100, 32.21, 13.14, 15.37, 1.93, -2.12, -4.37
150, 33.57, -3.30, 19.41, -0.40, 0.04, -1.24
200, 6.11, -3.11, 8.38, -0.73, 1.57, 1.24
250, -5.48, -3.85, -2.50, -0.19, 0.79, 1.27
300, -1.50, -7.37, -33.30, 3.17, 0.46, 0.57
350, 15.65, 19.62, -5.56, 4.37, 0.29, 1.90
400, -24.13, 22.86, 56.78, 1.63, 0.19, 2.92
450, -10.26, 3.37, -6.12, 1.36, 0.22, -0.81
500, 6.10, 6.51, 24.74, 0.85, 0.16, 0.06
550, -8.21, 4.99, 6.66, -0.10, -0.05, 0.65
600, -3.17, 5.72, 10.16, -0.01, 0.03, -0.33
650, -1.92, 4.59, 7.60, -0.24, -0.10, -0.01
700, -3.23, 4.43, 7.32, -0.13, -0.07, -0.07
750, -1.85, 4.19, 7.81, -0.10, -0.06, -0.03
800, -3.54, 4.25, 7.66, -0.04, -0.05, -0.04
850, -1.20, 4.20, 8.11, 0.05, -0.04, -0.10
900, -2.75, 4.88, 9.99, -0.08, -0.07, 0.10
950, -3.73, 4.74, 8.75, -0.16, -0.02, -0.17
