Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -1.75, -0.67, 9.11, -0.66, 0.58, 1.41
50, -3.49, 0.51, 4.19, -0.94, -0.69, 2.90
100, -40.94, 1.94, -0.84, -0.02, -2.43, 1.26
150, -53.50, 25.14, -16.26, 2.67, -0.71, -4.37
200, 51.43, 35.40, 27.26, 3.38, -3.19, -4.37
250, 32.84, -3.31, 11.31, -0.34, -0.77, 0.49
300, -4.00, 1.31, 13.53, 1.07, 0.12, 0.44
350, -2.24, 1.24, 14.19, -0.50, 0.08, 0.33
400, -2.39, -1.04, 9.72, -0.42, -0.01, -0.20
450, 2.18, -2.00, 8.92, -0.38, -0.07, -0.02
500, -2.26, -1.48, 6.93, -0.20, 0.35, 0.23
550, -4.55, -5.60, -21.75, 1.49, -0.21, -0.33
600, 9.25, 8.95, -15.74, 4.37, 0.02, 0.84
650, -2.61, 26.61, 49.48, 4.37, 0.31, 1.99
700, -12.62, 9.31, 10.55, 0.08, -0.33, -0.56
750, 11.19, 5.16, 10.34, 0.99, 0.20, -0.55
800, -3.20, 7.29, 12.29, 0.02, 0.04, 0.86
850, -4.86, 6.16, 5.85, -0.24, 0.20, -0.54
900, 4.28, 5.23, 8.29, -0.13, 0.03, -0.02
950, -3.36, 5.66, 6.10, -0.07, 0.09, 0.13
