Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -35.87, 2.58, 1.27, 0.11, -0.79, -0.53
50, -19.39, 10.82, 14.01, -0.56, -1.41, -4.37
100, 15.98, 2.89, 2.41, -0.45, -0.85, -4.37
150, 21.52, -2.22, 11.24, 0.31, -0.20, -1.86
200, 7.72, -3.00, 9.66, 0.12, 0.41, -0.50
250, 4.25, -3.43, 8.58, 0.01, 0.36, 0.11
300, 0.53, -3.19, 7.98, 0.19, 0.40, 0.46
350, -0.32, -2.10, 11.56, -0.04, 0.19, 0.46
400, -1.19, -2.41, 7.56, -0.16, 0.38, 0.45
450, -3.73, -2.34, 1.86, 0.20, 0.07, 0.27
500, -2.60, -2.22, -8.10, 1.42, -0.06, -0.09
550, 6.70, 0.32, -1.86, 3.07, -0.53, 0.49
600, 3.47, 8.46, 3.66, 4.37, -0.73, 1.40
650, -5.53, 14.69, 45.82, 1.92, -0.66, 0.98
700, -6.39, 3.12, 13.32, -0.47, -0.15, -0.59
750, 6.60, -0.37, 9.06, -0.02, -0.05, -0.29
800, -0.86, 2.01, 10.16, 0.09, 0.12, 0.37
850, -2.38, 3.17, 9.37, 0.02, 0.04, -0.13
900, 2.97, 2.58, 8.29, -0.04, -0.08, 0.08
950, -1.16, 3.38, 9.24, 0.17, -0.02, 0.22
