Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -0.79, -3.39, 9.84, -0.21, 0.15, 0.21
50, -1.73, -3.47, 9.71, -0.15, 0.42, 0.48
100, -11.28, -0.83, 9.22, -0.63, 0.52, 0.74
150, -35.85, 1.64, -3.70, 0.18, -0.85, -1.78
200, -2.87, 5.30, 12.40, 0.35, -1.56, -4.17
250, 13.76, -1.98, 6.76, 0.05, -0.60, -2.96
300, 10.25, -2.39, 14.06, 0.39, -0.33, -1.39
350, 9.89, -3.36, 12.01, -0.38, 0.17, -0.24
400, 1.65, -4.39, 3.11, -0.13, 0.44, 0.28
450, -2.02, -3.29, -3.33, 0.75, 0.19, 0.33
500, 0.15, -0.67, -6.70, 2.62, -0.24, 0.12
550, 1.14, 2.28, 1.89, 3.54, -0.65, 0.19
600, 1.00, 7.98, 24.95, 3.10, -0.65, 0.65
650, -3.74, 4.23, 22.29, 0.60, -0.10, 0.02
700, 1.35, 0.58, 12.63, 0.21, -0.04, -0.20
750, -0.10, 0.58, 12.48, 0.09, 0.14, 0.12
800, -2.65, 1.70, 10.32, -0.00, -0.00, -0.11
850, 3.10, 1.38, 9.26, -0.11, -0.11, -0.05
900, -1.35, 1.72, 8.80, 0.03, -0.03, 0.12
950, -0.96, 2.02, 10.31, -0.01, -0.05, 0.03
