Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, 8.62, 20.29, 22.94, 2.09, -1.13, -4.37
50, 17.28, 2.31, 9.09, -1.02, -1.68, -3.26
100, 3.17, -2.54, 1.69, 0.88, -0.45, -2.59
150, 11.44, -1.06, 16.92, 0.56, -0.58, -1.14
200, 0.53, -2.52, 6.74, 0.26, -0.02, -0.50
250, 4.06, -2.20, 11.40, 0.51, -0.22, -0.40
300, 1.61, -1.98, 10.11, 0.09, 0.06, 0.34
350, -2.23, -2.51, 5.99, 0.47, 0.16, 0.13
400, 1.12, -2.34, 4.57, 1.13, 0.25, 0.22
450, -0.76, -1.06, -0.08, 2.12, 0.23, 0.53
500, 2.08, 3.36, -1.26, 3.78, 0.18, 0.84
550, 1.17, 11.26, 20.64, 4.07, -0.16, 1.53
600, -8.14, 7.22, 11.52, 1.69, -0.33, 0.66
650, 0.41, 6.63, 10.61, 1.94, -0.03, -0.18
700, 0.82, 8.43, 18.07, 0.75, -0.01, 0.42
750, -4.07, 6.51, 8.21, -0.12, -0.02, 0.07
800, 0.97, 5.39, 6.82, -0.02, -0.13, -0.13
850, -0.84, 5.64, 8.09, 0.08, -0.05, 0.12
900, -1.96, 5.71, 7.55, 0.08, -0.05, -0.05
950, 0.02, 6.66, 10.83, -0.09, 0.03, -0.12
