Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, 8.25, 16.75, 5.36, 1.28, -1.89, -4.37
50, 22.43, 3.26, 13.22, 0.20, -2.86, -3.76
100, 16.74, -2.75, 11.48, -0.14, -0.35, -1.60
150, 2.85, -3.54, 5.79, -0.13, -0.12, -0.20
200, 3.74, -2.48, 11.17, 0.32, -0.07, -0.34
250, 1.98, -2.54, 9.35, 0.06, 0.24, 0.24
300, -0.89, -2.66, 6.96, 0.31, 0.24, 0.19
350, -0.82, -3.40, 0.30, 1.14, 0.60, 0.05
400, -1.88, -1.26, -10.01, 3.29, 0.54, 0.07
450, -0.38, 8.71, -0.27, 4.37, 0.00, 0.11
500, 4.05, 13.36, 20.01, 4.37, 0.19, 0.57
550, -3.86, 13.00, 29.64, 1.46, 0.16, 1.19
600, -5.28, 7.13, 6.90, -0.15, 0.12, -0.08
650, 2.46, 6.16, 9.82, 0.21, 0.00, -0.09
700, -1.18, 6.01, 8.41, -0.13, 0.04, 0.24
750, -0.85, 5.24, 5.83, 0.03, 0.07, -0.13
800, 0.71, 5.42, 7.29, 0.14, 0.03, 0.15
850, -2.28, 6.06, 7.36, 0.14, 0.07, 0.12
900, -0.75, 5.94, 7.23, 0.23, 0.01, -0.05
950, -0.56, 6.47, 9.29, 0.11, -0.00, 0.07
