Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -74.48, 10.79, -10.80, 0.28, 1.89, -4.37
50, -5.69, 54.34, 12.07, 4.37, -1.80, -4.37
100, 62.91, 10.07, 20.15, -2.09, -3.47, -4.37
150, 26.70, -7.13, -7.48, -0.10, 0.57, 1.22
200, -7.27, 0.58, 13.28, 1.10, -0.07, 0.73
250, 4.05, -1.44, 13.56, -0.40, -0.06, 0.09
300, 2.38, -4.57, 5.55, -0.05, -0.06, 0.43
350, 0.68, -2.32, 11.79, 0.00, -0.02, 0.50
400, 0.48, -2.33, 10.18, -0.18, 0.00, 0.22
450, 2.99, -3.31, 9.51, -0.29, 0.13, 0.54
500, -2.34, -3.50, 6.76, -0.14, 0.42, 0.31
550, -2.70, -5.96, -7.71, 0.99, 1.35, -0.10
600, -2.66, 1.44, -25.10, 4.37, 1.08, -0.22
650, 7.96, 22.57, 18.21, 4.37, -0.17, 0.14
700, -6.25, 17.13, 44.95, 0.05, 0.16, 1.43
750, -4.54, 2.71, -8.06, 0.46, 0.02, -0.75
800, 7.23, 6.48, 20.04, 1.20, 0.13, 0.20
850, -5.16, 6.03, 8.42, -0.28, 0.17, 0.56
900, -0.76, 4.79, 5.18, 0.38, -0.08, -0.38
950, 1.45, 5.52, 9.18, 0.30, -0.01, -0.04
