Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -8.86, 0.52, 7.84, -0.30, -0.15, 2.48
50, -38.03, 1.35, -0.61, 0.74, -0.29, -0.99
100, -20.93, 16.09, 12.54, 2.04, 0.28, -4.37
150, 20.17, 9.80, 17.54, 0.68, -0.54, -4.37
200, 19.17, -3.46, 6.28, -0.72, -0.49, -2.02
250, 7.01, -2.78, 9.10, 0.56, 0.44, -0.25
300, -4.61, -1.27, 10.77, 0.23, 0.08, -0.25
350, -0.76, -1.94, 10.11, -0.11, -0.14, -0.50
400, 1.11, -2.38, 10.63, -0.09, -0.10, -0.42
450, 1.38, -2.55, 9.47, -0.07, 0.12, -0.28
500, 0.18, -2.42, 8.66, -0.05, 0.24, 0.07
550, -2.17, -2.07, 9.29, 0.03, 0.09, -0.17
600, -2.13, -2.41, 7.50, -0.03, 0.19, -0.33
650, -0.60, -3.12, 2.89, 0.37, 0.32, -0.35
700, 2.42, -3.59, -6.61, 1.54, 0.85, -0.15
750, 4.73, 0.56, -17.59, 4.37, 0.62, 0.83
800, -6.02, 19.04, 28.04, 4.37, 1.61, 1.52
850, -7.97, 10.07, 21.93, 1.19, -0.22, 0.46
900, -0.37, 5.75, 14.96, 0.58, -0.00, -0.04
950, -2.46, 5.01, 10.86, 0.24, -0.03, 0.30
