Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -2.31, -1.57, 10.06, -0.58, -0.46, 1.94
50, -8.03, -0.68, 6.46, -0.57, -0.34, 2.31
100, -24.45, -1.16, -1.45, 0.05, -1.46, 1.02
150, -23.86, 3.83, 7.22, 1.11, -0.48, -3.27
200, -4.65, 8.09, 13.20, -0.06, -0.83, -4.37
250, -5.50, 9.43, 4.73, 0.51, -0.53, -4.37
300, 21.37, 5.35, 19.22, -0.52, -1.41, -4.37
350, 16.83, -4.90, 3.13, -0.63, -0.41, -1.64
400, 7.95, -4.31, 9.57, -0.07, 0.24, -0.21
450, 2.42, -4.42, 6.86, 0.09, 0.32, 0.23
500, 0.68, -3.91, 9.91, 0.08, 0.29, 0.30
550, -0.73, -3.75, 10.16, 0.03, 0.04, 0.04
600, 3.12, -4.03, 10.07, -0.23, 0.16, 0.24
650, -1.36, -3.65, 9.62, 0.02, 0.22, 0.17
700, 2.54, -3.90, 9.43, -0.37, -0.03, 0.35
750, -1.94, -3.70, 6.92, -0.05, 0.33, 0.35
800, 0.93, -3.70, 7.99, -0.25, -0.11, 0.29
850, -2.22, -3.82, 0.51, 0.03, 0.40, 0.46
900, -7.88, -3.82, -4.92, 1.65, 1.02, -0.40
950, -0.55, -2.43, -10.62, 4.03, 1.53, -1.31
