Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, 34.64, 32.86, 15.28, 1.39, -3.16, -4.37
50, 34.37, -4.96, 6.64, -0.59, -1.81, -1.44
100, 3.71, -3.20, 8.29, 0.40, 0.67, -0.47
150, -0.32, -2.53, 8.54, 0.09, -0.10, -0.36
200, 5.15, -3.54, 10.28, -0.01, 0.05, -0.22
250, 0.54, -3.84, 8.26, 0.14, 0.21, 0.06
300, 1.53, -3.15, 9.96, 0.14, 0.15, 0.21
350, -2.83, -2.76, 8.72, 0.15, 0.26, 0.06
400, -0.24, -3.17, 7.66, 0.36, 0.02, -0.20
450, 1.89, -2.45, 11.18, 0.17, -0.03, 0.08
500, -2.41, -2.02, 8.87, 0.23, 0.12, 0.03
550, -0.91, -2.87, 6.69, 0.24, 0.10, -0.31
600, -2.58, -3.58, -2.55, 1.48, 0.47, -0.56
650, 0.57, -0.76, -9.01, 4.10, 0.04, -0.53
700, 9.26, 12.52, 12.32, 4.37, 0.36, 0.36
750, -4.45, 11.27, 13.84, 4.03, 0.48, 0.93
800, -0.66, 11.01, 20.39, 2.73, 0.59, -0.12
850, -0.19, 9.80, 21.59, -0.13, 0.23, 0.52
900, -3.68, 5.17, 1.04, -0.30, 0.06, -0.21
950, 0.96, 7.10, 11.93, 0.05, -0.03, -0.07
