Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, 22.99, 22.21, 3.06, 2.93, -3.33, -4.37
50, 45.79, 1.65, 23.78, 0.00, -1.29, -1.69
100, -1.02, -0.69, 3.75, 0.25, -0.03, 0.78
150, 2.81, -0.12, 14.13, 0.03, -0.30, -0.40
200, 4.43, -1.81, 9.48, -0.40, 0.18, 0.27
250, -0.39, -1.26, 10.16, -0.15, 0.29, 0.25
300, 0.86, -1.15, 10.44, -0.26, 0.19, 0.24
350, -0.98, -2.00, 6.32, -0.16, 0.42, 0.17
400, -2.50, -2.68, -0.46, 0.76, 0.30, -0.07
450, -4.02, -2.55, -16.33, 3.83, -0.55, -0.30
500, 3.04, 9.95, 9.35, 4.37, -0.80, -0.36
550, 7.04, 13.25, 21.56, 4.37, -0.04, -0.02
600, -3.81, 10.69, 21.02, 0.87, -0.16, 0.55
650, 2.88, 7.09, 9.68, 0.57, 0.18, -0.35
700, 2.58, 6.25, 9.21, 0.20, 0.03, 0.34
750, -1.96, 6.15, 8.45, -0.05, -0.03, 0.01
800, 1.30, 5.41, 7.09, -0.06, 0.00, -0.01
850, 0.07, 5.82, 6.93, 0.10, 0.02, 0.10
900, 0.09, 6.93, 9.73, -0.10, 0.08, -0.07
950, 3.82, 9.75, 20.73, -1.03, 0.22, 0.09
