Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -23.83, 1.59, 2.12, -0.16, -0.76, 0.60
50, -23.17, 8.43, 13.30, 0.65, -1.26, -3.75
100, 2.81, 3.79, 8.26, -1.01, -1.30, -4.23
150, 13.48, -2.21, 4.65, 0.16, -0.07, -3.32
200, 12.45, -2.63, 11.92, 0.37, -0.20, -1.01
250, 4.06, -1.65, 13.98, -0.07, 0.37, -0.37
300, 1.26, -3.45, 6.06, -0.23, 0.39, -0.02
350, 1.65, -4.52, 1.13, 0.45, 0.12, 0.16
400, -0.88, -3.09, -3.86, 1.88, 0.40, 0.44
450, -2.04, 1.83, -5.46, 4.20, 0.13, -0.12
500, 4.58, 9.85, 25.73, 3.58, -0.38, 0.99
550, -7.30, 6.51, 14.46, 1.61, -0.14, 0.04
600, 2.01, 5.30, 16.86, 1.01, 0.10, -0.20
650, -0.23, 3.75, 11.38, 0.21, 0.04, 0.08
700, -2.73, 3.76, 9.09, 0.19, 0.13, 0.09
750, -0.41, 4.30, 11.76, 0.01, 0.08, -0.07
800, -1.19, 3.62, 8.32, -0.09, 0.03, 0.03
850, -1.11, 3.64, 8.82, -0.01, 0.04, -0.04
900, -1.60, 3.58, 8.30, -0.06, -0.03, 0.02
950, -1.23, 3.61, 8.93, 0.04, -0.01, -0.10
