Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -23.03, 0.21, 3.37, 0.45, -0.27, 1.99
50, -59.87, 8.60, -5.21, 1.27, 0.24, -3.98
100, -14.69, 43.41, 9.47, 3.16, -3.19, -4.37
150, 41.74, 13.64, 11.34, 0.61, -2.63, -4.37
200, 37.25, -6.47, 4.63, 0.06, 0.03, 0.62
250, -6.00, 0.86, 10.96, 1.10, 0.24, 1.28
300, -3.37, 0.66, 14.79, 0.07, 0.08, -0.20
350, 3.57, -3.45, 8.34, -0.28, 0.28, -0.11
400, 1.45, -2.85, 9.65, -0.01, 0.14, 0.34
450, -3.35, -1.77, 9.70, -0.03, 0.18, 0.13
500, 0.68, -2.85, 8.01, 0.03, 0.22, -0.08
550, -0.05, -3.73, 4.30, 0.54, 0.73, 0.04
600, -2.48, -3.82, -3.21, 1.62, 0.75, 0.01
650, 0.69, 1.02, -17.28, 4.37, 0.14, -0.34
700, 11.70, 19.98, 20.49, 4.37, 0.69, 1.22
750, -17.62, 14.45, 25.09, 1.51, -0.24, 0.89
800, 1.60, 7.19, 8.10, 1.32, 0.04, -1.19
850, 6.71, 7.75, 15.42, 0.66, 0.17, 0.75
900, -9.23, 8.03, 8.25, -0.14, 0.06, 0.36
950, 1.45, 6.35, 8.98, -0.14, 0.00, -0.47
