Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, 16.94, 19.29, 14.96, 0.73, -1.78, -4.37
50, 27.08, 2.32, 11.78, -0.44, -0.89, -3.42
100, 3.46, -1.30, 5.99, -0.06, -0.43, -0.96
150, 7.16, -1.47, 11.02, -0.14, -0.49, -0.88
200, 1.73, -1.82, 8.48, -0.22, -0.10, -0.07
250, 3.25, -1.51, 9.58, -0.00, -0.14, -0.20
300, 0.72, -1.67, 9.13, 0.02, -0.06, 0.07
350, 2.29, -1.70, 9.01, 0.09, 0.06, 0.22
400, -1.05, -0.68, 11.40, 0.09, 0.14, 0.18
450, 0.54, -1.53, 8.51, -0.02, 0.14, 0.03
500, -0.90, -1.57, 8.34, 0.21, 0.24, -0.00
550, -0.77, -1.89, 5.54, 0.62, 0.42, -0.07
600, -0.16, -2.50, -1.96, 1.65, 0.34, -0.14
650, 4.57, 3.38, 1.85, 3.91, -0.18, 0.39
700, -1.32, 8.52, 13.08, 3.56, 0.50, 0.78
750, -6.43, 8.29, 14.60, 2.12, -0.03, 0.13
800, 4.46, 5.64, 8.49, 2.11, -0.00, -0.51
850, 2.55, 7.57, 16.03, 1.17, 0.10, 0.77
900, -5.70, 6.44, 7.93, 0.56, 0.03, 0.31
950, 0.71, 6.17, 8.88, 0.33, -0.07, -0.17
