Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, 1.98, -1.55, 9.90, -1.06, -0.32, 2.13
50, -11.77, 1.13, 3.78, -0.94, -0.14, 2.82
100, -58.17, 5.92, -13.16, 1.73, 1.55, -2.49
150, -1.65, 22.43, 30.42, 1.75, -0.67, -4.37
200, 29.52, -1.42, 5.02, -2.10, -1.05, -3.89
250, 12.09, -7.70, 1.09, 0.15, 0.16, -0.46
300, 3.26, -3.00, 12.54, 0.53, 0.46, 0.72
350, -6.07, -2.22, 11.05, -0.22, 0.57, 0.57
400, -4.07, -4.28, 5.74, 0.03, 0.61, -0.02
450, -4.37, -6.95, -10.69, 1.17, 1.37, -0.36
500, 15.92, -0.17, -39.03, 4.37, 0.87, 0.91
550, 3.77, 44.23, 57.66, 4.37, 1.10, 4.37
600, -42.16, 14.49, 14.87, -1.38, -0.43, -0.53
650, 16.96, -0.45, 0.91, 1.27, 0.16, -2.04
700, 1.86, 3.53, 10.19, 0.69, 0.13, 1.89
750, -16.12, 8.39, 10.37, 0.27, 0.00, 0.57
800, -1.77, 6.33, 11.29, -0.13, -0.16, -0.54
850, -1.70, 4.03, 6.08, -0.31, -0.17, 0.08
900, -2.73, 4.71, 8.26, -0.11, -0.04, 0.02
950, -3.72, 4.82, 7.56, -0.27, -0.00, 0.13
