Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, 2.68, -0.19, 4.52, 0.27, 0.36, 3.38
50, -46.45, 5.12, 2.49, 0.60, -2.22, 2.50
100, -33.26, 16.54, -2.64, 1.91, -0.55, -4.37
150, 15.37, 22.94, 21.48, 1.73, -1.64, -4.37
200, 34.59, -2.15, 9.38, -1.33, -1.50, -2.48
250, 4.62, -3.15, 6.42, 0.53, 0.34, -0.11
300, 3.45, -0.96, 13.23, -0.28, 0.14, 0.24
350, -1.65, -2.12, 8.60, -0.02, 0.32, 0.21
400, -0.83, -2.35, 11.19, -0.21, 0.08, 0.06
450, -0.70, -2.98, 7.74, -0.33, 0.21, 0.15
500, -0.92, -2.72, 9.54, 0.02, 0.07, 0.11
550, -0.93, -2.38, 9.46, -0.16, 0.06, 0.26
600, -3.96, -2.60, 6.44, 0.07, 0.31, 0.10
650, -3.47, -3.40, 2.01, 0.52, 0.24, -0.15
700, -2.25, -3.87, -10.80, 2.43, 0.54, -0.69
750, 8.20, 2.72, -7.16, 4.37, 0.36, 0.46
800, 3.32, 17.11, 20.90, 4.37, 0.62, 2.21
850, -13.88, 13.76, 26.67, 1.64, -0.54, 1.02
900, -0.75, 6.43, 11.78, 0.54, -0.24, -0.43
950, 1.70, 5.69, 13.09, 0.19, 0.16, 0.27
