Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, 30.72, 3.96, 6.08, 0.42, -2.62, -4.37
50, 19.30, -2.35, 12.20, -0.23, -0.58, -0.39
100, -0.94, -1.43, 9.11, 0.03, -0.26, -0.18
150, 3.61, -2.51, 8.30, -0.14, -0.34, 0.06
200, 0.25, -2.22, 9.58, 0.14, 0.01, 0.07
250, 0.49, -1.85, 9.65, -0.02, 0.05, 0.19
300, -0.01, -1.51, 9.74, 0.12, 0.10, 0.11
350, -1.02, -1.51, 9.21, 0.11, 0.17, 0.18
400, -1.02, -2.19, 6.18, 0.35, 0.33, -0.05
450, 0.76, -1.79, 3.90, 1.28, 0.52, -0.06
500, -1.52, 0.47, 5.82, 1.81, 0.94, 0.18
550, -2.23, 1.81, 4.43, 2.44, 0.13, 0.06
600, 1.35, 4.16, 7.93, 3.13, 0.26, 0.14
650, 0.27, 6.15, 9.18, 3.12, 0.29, 0.45
700, -0.31, 8.22, 19.54, 1.78, 0.31, 0.84
750, -3.05, 6.02, 9.25, 0.74, 0.37, 0.76
800, -4.33, 5.90, 6.95, 0.76, 0.14, 0.16
850, -0.11, 6.39, 8.98, 0.81, 0.05, 0.07
900, -2.26, 6.77, 8.47, 0.45, -0.16, 0.16
950, -0.41, 6.56, 7.61, 0.31, -0.01, 0.07
