Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -53.36, 3.88, -9.16, 1.39, -0.40, -1.80
50, -6.02, 14.94, 20.73, 0.83, -1.61, -4.37
100, 25.42, -0.08, 13.67, -1.15, -0.95, -4.37
150, 21.81, -8.76, 3.60, -0.79, 0.52, -0.63
200, 2.56, -5.49, 2.17, -0.08, 1.77, 1.22
250, -8.71, -8.20, -22.29, 1.73, 2.31, 0.43
300, 19.43, 7.87, -31.89, 4.37, 1.02, 1.89
350, 2.53, 36.58, 34.24, 4.37, 0.97, 4.37
400, -37.03, 18.68, 32.23, 0.81, -0.06, 1.29
450, 0.24, 6.27, 6.22, 0.73, -0.03, -1.40
500, 2.05, 4.08, 11.98, -0.09, -0.14, 0.46
550, -7.45, 5.20, 6.90, 0.14, 0.01, 0.50
600, -6.02, 6.00, 10.13, -0.10, 0.06, -0.15
650, -3.38, 4.44, 6.44, -0.21, -0.04, -0.18
700, -1.59, 4.07, 7.01, -0.07, -0.02, -0.02
750, -3.79, 4.79, 7.86, -0.11, -0.01, 0.10
800, -3.84, 4.37, 6.70, -0.01, 0.01, 0.01
850, -3.69, 4.70, 8.28, 0.02, 0.03, 0.04
900, -4.19, 4.60, 7.45, -0.12, 0.02, -0.00
950, -2.93, 4.60, 8.05, -0.01, 0.01, -0.03
