Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -0.49, -2.15, 9.06, -0.36, 0.23, 0.50
50, 2.31, -2.17, 11.24, -0.32, 0.39, 0.89
100, -3.34, -1.28, 8.24, -0.45, 0.37, 1.63
150, -8.18, 0.18, 8.49, -0.44, -0.04, 1.54
200, -37.67, 3.96, 1.13, -0.44, -0.10, -0.41
250, -16.23, 14.31, 13.40, 0.84, -0.02, -4.37
300, 12.26, 6.12, 14.72, -0.31, 0.03, -4.37
350, 21.62, -4.11, 9.64, -1.11, 0.21, -2.20
400, 7.16, -5.65, 4.65, -0.37, 0.69, -0.18
450, -5.89, -3.92, 3.40, 0.06, 0.82, -0.08
500, 4.86, -10.72, -29.36, 2.46, 0.99, -0.38
550, 19.98, 23.19, -21.47, 4.37, 1.31, 3.33
600, -29.15, 27.43, 42.52, 4.37, 0.93, 3.61
650, -15.41, 11.33, 19.72, 1.15, 0.23, -0.90
700, 5.67, 3.96, 8.79, 0.24, 0.01, -0.23
750, -5.30, 6.10, 10.96, 0.16, -0.04, 0.66
800, -7.79, 6.28, 8.58, -0.29, -0.04, -0.03
850, -1.01, 4.28, 5.99, -0.21, -0.07, -0.16
900, -4.21, 5.18, 8.39, -0.12, -0.02, 0.17
950, -2.40, 4.58, 6.17, -0.16, 0.06, -0.05
