Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -10.90, 29.37, 21.99, 2.95, -1.51, -4.37
50, 28.31, 9.96, 10.66, 0.00, -2.77, -4.37
100, 21.00, -1.89, 6.24, 1.07, -0.76, -1.36
150, 1.26, 0.84, 16.02, 0.09, -0.59, 0.26
200, -0.08, -1.01, 9.02, -0.18, -0.29, -0.37
250, 4.33, -2.07, 9.35, -0.00, -0.22, -0.13
300, -0.52, -1.66, 7.91, 0.15, 0.24, 0.22
350, -1.82, -1.82, 3.03, 0.76, 0.36, -0.07
400, -0.74, -1.44, -8.20, 2.55, -0.60, 0.04
450, 1.75, 6.89, -0.29, 4.37, -0.40, 0.18
500, -0.49, 12.11, 14.70, 4.37, -0.15, 0.31
550, 1.27, 11.49, 18.71, 3.11, 0.32, 0.47
600, -1.73, 10.75, 19.24, 0.97, 0.37, 0.60
650, -1.98, 8.11, 9.05, -0.33, -0.03, 0.07
700, -0.72, 6.43, 6.45, -0.10, 0.04, -0.05
750, -0.40, 6.21, 6.89, -0.08, 0.05, -0.05
800, -0.45, 7.07, 9.07, -0.09, 0.07, -0.08
850, -0.90, 7.91, 10.24, -0.79, 0.11, -0.02
900, -0.43, 8.62, 13.51, -1.23, 0.23, -0.13
950, -1.80, 9.17, 15.40, -2.30, 0.71, -0.50
