Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -17.08, 1.16, 6.63, 0.20, -0.18, 1.94
50, -34.74, 4.62, 10.18, -0.08, -0.82, -1.64
100, -31.56, 16.81, -3.54, 1.23, 0.45, -4.37
150, 8.83, 25.55, 17.20, 1.72, -1.09, -4.37
200, 24.04, 6.41, 13.23, -1.01, -1.77, -4.37
250, 22.60, -5.55, 3.67, -0.68, -0.57, -2.01
300, 9.13, -4.88, 7.60, 0.31, 0.01, 0.11
350, 1.76, -3.43, 9.44, 0.32, 0.42, 0.39
400, 0.57, -3.54, 11.69, -0.05, 0.46, 0.15
450, -0.34, -4.48, 6.90, -0.03, 0.32, 0.09
500, 0.33, -3.87, 9.44, 0.03, 0.30, 0.04
550, -0.20, -5.01, 3.74, 0.22, 0.57, -0.02
600, 1.23, -4.97, -1.92, 1.27, 0.85, 0.03
650, 1.62, -2.23, -10.17, 3.43, 1.56, 0.41
700, -7.46, 7.09, 4.30, 4.37, 1.42, 0.72
750, 4.17, 10.77, 24.89, 3.55, 0.33, 0.34
800, -6.84, 7.69, 16.35, 1.17, 0.05, 0.81
850, -2.94, 5.37, 13.66, 0.96, -0.03, -0.05
900, -0.02, 4.32, 11.81, 0.33, -0.22, 0.15
950, -2.69, 4.87, 11.73, 0.08, 0.01, 0.09
