Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -1.39, -2.62, 11.26, -0.23, -0.16, 0.31
50, -2.96, -2.69, 10.03, -0.41, 0.16, 0.43
100, -0.75, -3.04, 9.21, -0.54, 0.24, 0.85
150, -4.61, -2.39, 7.39, -0.55, 0.41, 1.15
200, -7.57, -1.75, 8.19, -0.59, 0.22, 0.80
250, -15.84, -1.42, 0.65, -0.61, -0.11, 0.51
300, -27.53, 1.30, -0.72, 1.13, -0.57, -1.80
350, -6.89, 2.66, 6.94, 0.81, -0.91, -3.82
400, 8.71, -1.08, 10.94, 0.96, -0.06, -3.11
450, 8.37, -1.83, 13.82, 0.21, 0.03, -1.26
500, 8.66, -2.41, 3.38, -0.09, 0.03, -0.40
550, 4.00, -3.16, -7.18, 2.07, -0.25, 0.82
600, 1.34, 0.74, 7.68, 1.94, -1.06, 1.30
650, 2.26, 4.06, 5.44, 4.20, -1.69, 1.41
700, -12.64, 8.71, 36.82, 0.87, -0.48, 1.27
750, -3.11, 1.08, 12.58, -0.37, -0.22, -0.76
800, 3.38, -0.35, 11.61, -0.15, 0.24, 0.04
850, -5.26, 1.22, 9.60, -0.20, 0.18, 0.42
900, -3.83, 1.30, 9.80, -0.27, -0.05, -0.27
950, -0.23, 1.06, 9.61, -0.47, 0.05, -0.21
